rank,id,label,canonicalLine,LabelMismatch,definition,IsBaseForm,BaseFormReason,CommonDefMismatch,CommonDefinition,CommonDefMismatchReason,DefMismatch,DefMismatchReason,japaneseTranslation,TranslationMismatchReason,TranslationMismatch,POS,POSMismatch,POSMismatchReason,POSTranslationMismatch,POSTranslationMismatchReason,Error
1125,16016,DETERMINE,Circumstances don't necessarily determine your life.,0,to cause a particular result,1,1,0,,,0,,決定する、確定する,,0,verb,0,,1.0,"Both of the Japanese words you listed, '決定する' and '確定する', are in the grammatical form of verbs. In Japanese, the suffix 'する' is used to turn nouns or noun phrases into verbs, and both of these words include this suffix, indicating that they are verbs. '決定する' means ""to decide"" or ""to determine,"" and '確定する' means ""to confirm"" or ""to finalize.""",
1125,47331,DETERMINE,The jurors are there to determine the truth.,0,to find out by getting information,1,1,0,,,0,,(情報を得て) 確認する、明らかにする,,0,verb,0,,1.0,"The Japanese words you've listed are in the form of verbs. Here's a breakdown:

1. 確認する (kakunin suru) - This is a verb meaning ""to confirm"" or ""to verify.""
2. 明らかにする (akiraka ni suru) - This is a verb phrase meaning ""to make clear"" or ""to clarify.""

Both phrases include the verb する (suru), which means ""to do,"" and is used to turn nouns or adjectives into verbs. Therefore, both are in verb form.",
1126,50300,VICTIM,"First, determine if the victim is conscious.",0,"someone injured, killed or hurt",1,1,0,,,0,,犠牲者,,0,noun,0,,1.0,"The Japanese word '犠牲者' (giseisha) is in the grammatical form of a noun. It means ""victim"" or ""casualty."" There are no other grammatical forms for this word; it is exclusively used as a noun.",
1127,51692,FANTASTIC,I had the most fantastic day in the office.,0,excellent,1,1,0,,,0,,すばらしい,,0,adjective,0,,1.0,"The Japanese word ""すばらしい"" (subarashii) is indeed in the grammatical form of an adjective. It is an ""i-adjective,"" which is a common type of adjective in Japanese that ends with the syllable ""い"" (i). This word means ""wonderful"" or ""splendid.""",
1128,35154,RESOURCE,One good resource is TED.com.,0,a place that offers something useful,1,1,0,,,0,,供給源,"No. The word ""供給源"" translates to ""supply source"" or ""supply origin"" in English, which refers more to a source of supply or provision rather than a resource in the context of information or a helpful tool. In the context of the sentence ""One good resource is TED.com,"" a more appropriate translation for ""resource"" would be ""資源"" (shigen) or ""リソース"" (risōsu), which can refer to informational or educational resources.",1,noun,0,,1.0,"The Japanese word '供給源' (きょうきゅうげん, kyoukyuugen) is indeed in the grammatical form of a noun. It means ""source of supply"" or ""supply source.""",
1128,11993,RESOURCE,Time is a valuable resource.,0,something used to help an organization,1,1,0,,,0,,資源、物資,"No. The Japanese words '資源' and '物資' are typically used to refer to tangible resources, such as natural resources or materials. In the context of the sentence 'Time is a valuable resource,' a more appropriate translation would be 'リソース' or '資源' when used metaphorically, but '時間は貴重なリソースです' would be more commonly understood in this context.",1,noun,0,,1.0,"Both of the Japanese words you listed, '資源' (shigen) and '物資' (busshi), are in the grammatical form of nouns. '資源' means ""resources,"" and '物資' means ""goods"" or ""commodities.""",
1129,43839,NORTH,...that explained why all compasses point north.,0,opposite of south,1,1,0,,,0,,北,,0,noun,0,,1.0,"The Japanese word '北' (kita) is primarily used as a noun, meaning ""north."" It can also be part of compound words or phrases, but its fundamental grammatical form is a noun. If you have a specific context or sentence in mind, I can help verify its usage further.",
1129,73081,NORTH,You will live in the north.,0,opposite to the south,1,1,0,,,0,,北の,,0,noun,1,"No. In the sentence 'You will live in the north.', the word 'north' is used as a noun.",1.0,"The Japanese phrase ""北の"" (kita no) is not in the grammatical form of a noun. Instead, it is a combination of a noun and a particle. ""北"" (kita) means ""north,"" and ""の"" (no) is a possessive or descriptive particle that connects nouns, similar to ""of"" or an apostrophe-s ('s) in English. Together, ""北の"" can be used to describe something related to the north, such as ""北の国"" (kita no kuni), meaning ""northern country.""",
1130,51296,DECLARE,"In the US, six states declare state of emergency in preparation for Hurricane Irene.",0,to say something officially,1,1,0,,,0,,宣言する,,0,verb,0,,1.0,"The Japanese word '宣言する' (sengen suru) is indeed in the grammatical form of a verb. The word '宣言' (sengen) means ""declaration"" or ""proclamation,"" and the addition of 'する' (suru) turns it into a verb meaning ""to declare"" or ""to proclaim."" The 'する' is a common verb used in Japanese to transform nouns into verbs.",
1131,2181,CLIMATE,Our climate is changing.,0,the general weather conditions of a region,1,1,0,,,0,,気候,,0,noun,0,,1.0,"The Japanese word '気候' (kikou) is a noun, meaning ""climate."" It is not used in any other grammatical form, such as a verb or adjective.",
1132,45888,IMPOSSIBLE,It's impossible.,0,not able to happen or be done,1,1,0,,,0,,不可能な,,0,adjective,0,,1.0,"The Japanese word ""不可能な"" (fukanōna) is indeed in the grammatical form of an adjective. Specifically, it is a na-adjective (形容動詞, keiyō-dōshi), which is a type of adjective in Japanese that typically ends with ""な"" when used directly before a noun. In this case, ""不可能"" means ""impossible,"" and the ""な"" is used to modify a noun, making it an adjective form.",
1133,72191,MAP,We need a map so we won't get lost.,0,a picture of the Earth's surface ,1,1,0,,,0,,地図,,0,noun,0,,1.0,"The Japanese word ""地図"" (chizu) is indeed in the grammatical form of a noun. It means ""map"" in English.",
1134,49737,SURPRISE,She has a surprise for her dad.,0,an unexpected event or information,1,1,0,,,0,,驚き、びっくりさせる事,,0,noun,0,,1.0,"In the list you provided, both ""驚き"" and ""びっくりさせる事"" are in noun form.

1. **驚き (odoroki)**: This is a noun meaning ""surprise"" or ""astonishment.""

2. **びっくりさせる事 (bikkuri saseru koto)**: This phrase translates to ""the act of surprising"" or ""something that causes surprise."" The word ""事 (koto)"" is a noun that means ""thing"" or ""matter,"" and when combined with a verb in its base form, it can turn the phrase into a noun that describes an action or state.

Therefore, both are in noun form.",
1134,32107,SURPRISE,Be ready to surprise her at any moment.,0,to cause an unexpected feeling,1,1,0,,,0,,驚かせる,,0,verb,0,,1.0,"The Japanese word '驚かせる' (odorokaseru) is in the grammatical form of a verb. It is the causative form of the verb '驚く' (odoroku), which means ""to be surprised."" '驚かせる' means ""to surprise"" or ""to cause someone to be surprised.""",
1135,4533,SEEK,The answers you seek lie within.,0,to try to achieve something,1,1,0,,,0,,"(~を)得ようとする, 求める",,0,verb,0,,1.0,"Both of the Japanese expressions you've listed, 「(~を)得ようとする」 and 「求める」, are in the grammatical form of verbs.

1. 「得ようとする」: This is a verb phrase. 「得よう」 is the volitional form of the verb 「得る」, meaning ""to obtain"" or ""to get."" The volitional form is used to express intention or attempt. 「とする」 is an auxiliary verb that indicates trying or attempting to do something. Together, 「得ようとする」 means ""to try to obtain"" or ""to seek to get.""

2. 「求める」: This is a verb meaning ""to seek,"" ""to request,"" or ""to demand.""

Both expressions function as verbs in a sentence.",
1136,44991,AFRAID,I am afraid of dogs.,0,scared,0,"No, 'AFRAID' is not a base form. It is an adjective used to describe a feeling of fear or apprehension. The base form of a word typically refers to its simplest form, such as a verb in its infinitive form without any inflections.",0,,,0,,怖い,,0,adjective,0,,1.0,"The Japanese word ""怖い"" (kowai) is indeed an adjective. It is an i-adjective, which is a type of adjective in Japanese that ends with the syllable ""い"" (i). This word is used to describe something that is scary or frightening. If you have other words you'd like to check, feel free to list them!",
1137,37515,GLASS,Get a glass of juice.,0,"a container made of hard, clear material",1,1,0,,,0,,グラス,,0,noun,0,,1.0,"The Japanese word 'グラス' (gurasu) is a noun. It typically refers to a ""glass"" as in a drinking glass or sometimes a ""grass"" in certain contexts, like in katakana for foreign words. If you have other words you'd like to check, feel free to list them!",
1138,50359,PRISON,No prison in the world is airtight.,0,a building where criminals are kept,1,1,0,,,0,,刑務所,,0,noun,0,,1.0,"The Japanese word ""刑務所"" (keimusho) is a noun, meaning ""prison"" or ""penitentiary."" It is not in any other grammatical form.",
1139,53282,ACTOR,...and headed back to New York to pursue a career as an actor.,0,a person who performs in a movie or play,1,1,0,,,0,,俳優,,0,noun,0,,1.0,"The Japanese word '俳優' (haiyū) is a noun, meaning ""actor"" or ""performer."" It is not in any other grammatical form.",
1140,50078,EASTERN,Eastern Europe has the highest incidence of child labor in Europe.,0,from the direction where the sun rises,1,1,0,,,0,,東の,"No. The word '東の' (higashi no) means 'eastern' in the sense of direction or location, but it is not typically used to describe regions like 'Eastern Europe.' In this context, '東ヨーロッパ' (Higashi Yōroppa) would be a more appropriate translation for 'Eastern Europe.'",1,adjective,0,,1.0,"The Japanese phrase '東の' (higashi no) is not in the grammatical form of an adjective. Instead, it is a noun ('東' meaning ""east"") followed by the particle 'の', which is used to indicate possession or attribution. In this context, '東の' can be translated as ""eastern"" or ""of the east,"" functioning similarly to an adjective in English, but grammatically, it is a noun phrase.",
1141,52262,CEREMONY,"And then yesterday, he got married in a secret surprise ceremony.",0,a formal social or religious occasion,1,1,0,,,0,,式、式典,,0,noun,0,,1.0,"Both of the Japanese words you listed, 式 (shiki) and 式典 (shikiten), are indeed in the grammatical form of nouns. 

- 式 (shiki) generally means ""ceremony"" or ""style/form.""
- 式典 (shikiten) specifically means ""ceremony"" or ""rite.""

Both are used as nouns in Japanese.",
1142,76626,SORT,What sort of work?,0,a type or kind,1,1,0,,,0,,種類,,0,noun,0,,1.0,"The Japanese word ""種類"" (shurui) is indeed a noun. It means ""kind,"" ""type,"" or ""category."" In Japanese, it is used to refer to different varieties or classifications of things. It is not used as a verb, adjective, or any other grammatical form.",
1143,1044,TIE,Tie these altogether with the ubiquitous connection to the Internet...,0,to link two or more things together,1,1,0,,,0,,結びつける,,0,verb,0,,1.0,"The Japanese word '結びつける' (musubitsukeru) is in the grammatical form of a verb. It means ""to tie,"" ""to connect,"" or ""to link."" If you have any other words you'd like to check, feel free to ask!",
1143,14365,TIE,Sam's tie with his cat is very strong.,0,a relationship or connection,1,1,0,,,0,,絆,,0,noun,0,,1.0,"The Japanese word '絆' (kizuna) is a noun. It refers to a bond or connection, often used to describe emotional ties between people. Therefore, in the list you provided, '絆' is indeed in the grammatical form of a noun.",
